AAC42 SPT6
AAC42 VIP6
AAC42 LIG6
AAC42 GTC2
AAC42 RDM3
AAC42 NRPC1
AAC42 TAF4B
AAC42 MAH20.19
AAC42 H2AV
AAC42 NRPB4
AAC42 SUVR5
AAC42 F1N20.160
AAC42 F6I18.270
AAC42 F13P17.5
AAC42 NRPB8A
AAC42 DREB2A
AAC42 SPT16
AAC42 P5CSA
AAC42 HTR4
AAC42 HTR2
AAC42 F24B9.25
AAC42 SSRP1
AAC42 NRPB11
AAC42 NRPB3
AAC42 NRPD3B
AAC42 F8A5.14
AAC42 NRPE1
AAC42 NRPD4
AAC42 NRPB9A
AAC42 TAF4
AAC42 K21L13.5
AAC42 NRPB9B
AAC42 MAH20.24
AAC42 NRPB10
AAC42 HTR12
AAC42 EMB1674
AAC42 F16J13.140
AAC42 SPT42
AAC42 HAG1
AAC42 HMGB6
AAC42 HMGB15
AAC42 HMGB10
AAC42 HMGB9
AAC42 HMGB11
AAC42 NF-YB11
AAC42 TTL1
AAC42 HTA4
AAC42 HTA9
AAC42 HTA8
AAC42 HTR11
AAC42 T5J17.190
AAC42 T24H18.80
AAC42 T6J4.12
AAC42 F10A5.19
AAC42 MGH3
AAC42 RIN1
AAC42 GTA2
AAC42 F17I14.140
AAC42 F22C12.10
AAC42 MUB3.7
AAC42 F16M19.22
AAC42 VIP4
AAC42 CDC73
AAC42 VIP5
AAC42 Q9LIF6_ARATH
AAC42 NRPB10L
AAC42 NRPB8B
AAC42 NRPB6A
AAC42 NRPB6B
AAC42 NRPA1
ABA3 ABI2
ABA3 PYR1
ABA3 DREB2A
ABA3 COR47
ABA3 AP2
ABA3 ABI1
ABA3 PP2CA
ABA3 ABI3
ABA3 LTI65
ABA3 RD29A
ABA3 EM1
ABA3 RD22
ABA3 MYB96
ABA3 SRK2D
ABA3 SRK2I
ABA3 MYC2
ABA3 HKT1
ABA3 MAH20.24
ABA3 NAC072
ABA3 SRK2E
ABA3 SPT42
ABA3 NHX7
ABA3 CIPK24
ABA3 HAB1
ABA3 ABF2
ABA3 BZIP8
ABA3 ABF3
ABA3 ABF4
ABA3 ABI5
ABA3 NCED3
ABA3 ZEP
ABF1 ABI2
ABF1 NFYB3
ABF1 PYR1
ABF1 DREB2A
ABF1 ATHB-6
ABF1 AP2
ABF1 ABI1
ABF1 PP2CA
ABF1 ABI3
ABF1 EM6
ABF1 LTI65
ABF1 RD29A
ABF1 EM1
ABF1 RD22
ABF1 SRK2D
ABF1 SRK2I
ABF1 COR15A
ABF1 NAC072
ABF1 SRK2E
ABF1 WRKY18
ABF1 BZIP8
ABF1 HAB1
ABF1 ZEP
ABF1 SAG113
ABF1 KEG
ABF1 NCED3
ABF1 DREB1A
ABF1 DRIP1
ABF1 DREB1C
ABF1 ABI5
ABF1 RAV1
ABF1 BZIP28
ABF2 NAC016
ABF2 NAC098
ABF2 ABI2
ABF2 PXG3
ABF2 PYR1
ABF2 DREB2A
ABF2 COR47
ABF2 ERD10
ABF2 CLPD
ABF2 AP2
ABF2 ABI1
ABF2 PP2CA
ABF2 ABI3
ABF2 EM6
ABF2 LTI65
ABF2 RD29A
ABF2 EM1
ABF2 RD22
ABF2 MYB96
ABF2 NAC002
ABF2 Atmyb2
ABF2 SRK2D
ABF2 SRK2I
ABF2 MYC2
ABF2 COR15A
ABF2 HSFA3
ABF2 NAC072
ABF2 SRK2E
ABF2 ACT2
ABF2 HAG1
ABF2 WRKY18
ABF2 WRKY63
ABF2 NAC019
ABF2 BZIP8
ABF2 HAB1
ABF2 MYB44
ABF2 ZEP
ABF2 SAG113
ABF2 NAC055
ABF2 AIP1
ABF2 NCED3
ABF2 NAC096
ABF2 MYB15
ABF2 HSFA6b
ABF2 DREB1A
ABF2 ABF3
ABF2 WRKY40
ABF2 ZHD11
ABF2 ABI5
ABF2 DREB1C
ABF3 NAC016
ABF3 ABI2
ABF3 PXG3
ABF3 PYR1
ABF3 DREB2A
ABF3 COR47
ABF3 ERD10
ABF3 ATHB-6
ABF3 ATHB-7
ABF3 AP2
ABF3 ABI1
ABF3 PP2CA
ABF3 P5CSA
ABF3 ABI3
ABF3 EM6
ABF3 LTI65
ABF3 RD29A
ABF3 EM1
ABF3 RD22
ABF3 NAC002
ABF3 Atmyb2
ABF3 SRK2D
ABF3 SRK2I
ABF3 MYC2
ABF3 COR15A
ABF3 NAC072
ABF3 SRK2E
ABF3 NAC019
ABF3 BZIP8
ABF3 HAB1
ABF3 MYB44
ABF3 ZEP
ABF3 SAG113
ABF3 GOLS2
ABF3 KEG
ABF3 NAC055
ABF3 AIP1
ABF3 NCED3
ABF3 NAC096
ABF3 DREB1A
ABF3 SDIR1
ABF3 ABF4
ABF3 DRIP1
ABF3 ABI5
ABF4 ABI2
ABF4 PXG3
ABF4 PYR1
ABF4 DREB2A
ABF4 CAM1
ABF4 CML10
ABF4 COR47
ABF4 ERD10
ABF4 CLPD
ABF4 AP2
ABF4 ABI1
ABF4 PP2CA
ABF4 P5CSA
ABF4 CAM7
ABF4 ABI3
ABF4 EM6
ABF4 CAM6
ABF4 LTI65
ABF4 RD29A
ABF4 EM1
ABF4 RD22
ABF4 NAC002
ABF4 Atmyb2
ABF4 SRK2D
ABF4 SRK2I
ABF4 MYC2
ABF4 COR15A
ABF4 NAC102
ABF4 NAC072
ABF4 SRK2E
ABF4 ACT2
ABF4 WRKY18
ABF4 WRKY63
ABF4 NAC019
ABF4 BZIP8
ABF4 HAB1
ABF4 NAC032
ABF4 MYB44
ABF4 ZEP
ABF4 SAG113
ABF4 KEG
ABF4 CIPK24
ABF4 NAC055
ABF4 NHX7
ABF4 AIP1
ABF4 NCED3
ABF4 NAC096
ABF4 DREB1A
ABF4 SDIR1
ABF4 DRIP1
ABF4 ABI5
